usage,2023-10-28 06:35:00,42,3.16_101.71
usage,2023-10-28 06:36:00,48,3.16_101.71
usage,2023-10-28 06:37:00,7,3.16_101.71
usage,2023-10-28 06:38:00,11,3.16_101.71
usage,2023-10-28 06:39:00,6,3.16_101.71
usage,2023-10-28 06:40:00,59,3.16_101.71
usage,2023-10-28 06:41:00,16,3.16_101.71
usage,2023-10-28 06:42:00,32,3.16_101.71
usage,2023-10-28 06:43:00,58,3.16_101.71
usage,2023-10-28 06:44:00,19,3.16_101.71
usage,2023-10-28 06:45:00,2,3.16_101.71
usage,2023-10-28 06:46:00,54,3.16_101.71
usage,2023-10-28 06:47:00,17,3.16_101.71
usage,2023-10-28 06:48:00,16,3.16_101.71
usage,2023-10-28 06:49:00,46,3.16_101.71
usage,2023-10-28 06:50:00,40,3.16_101.71
usage,2023-10-28 06:51:00,14,3.16_101.71
usage,2023-10-28 06:52:00,29,3.16_101.71
usage,2023-10-28 06:53:00,50,3.16_101.71
usage,2023-10-28 06:54:00,41,3.16_101.71
usage,2023-10-28 06:55:00,41,3.16_101.71
usage,2023-10-28 06:56:00,46,3.16_101.71
usage,2023-10-28 06:57:00,41,3.16_101.71
usage,2023-10-28 06:58:00,32,3.16_101.71
usage,2023-10-28 06:59:00,0,3.16_101.71
usage,2023-10-28 07:00:00,1,3.16_101.71
usage,2023-10-28 07:01:00,27,3.16_101.71
usage,2023-10-28 07:02:00,1,3.16_101.71
usage,2023-10-28 07:03:00,47,3.16_101.71
usage,2023-10-28 07:04:00,39,3.16_101.71
usage,2023-10-28 07:05:00,22,3.16_101.71
usage,2023-10-28 07:06:00,14,3.16_101.71
usage,2023-10-28 07:07:00,8,3.16_101.71
usage,2023-10-28 07:08:00,23,3.16_101.71
usage,2023-10-28 07:09:00,2,3.16_101.71
usage,2023-10-28 07:10:00,44,3.16_101.71
usage,2023-10-28 07:11:00,45,3.16_101.71
usage,2023-10-28 07:12:00,5,3.16_101.71
usage,2023-10-28 07:13:00,26,3.16_101.71
usage,2023-10-28 07:14:00,29,3.16_101.71
usage,2023-10-28 07:15:00,23,3.16_101.71
usage,2023-10-28 07:16:00,59,3.16_101.71
usage,2023-10-28 07:17:00,46,3.16_101.71
usage,2023-10-28 07:18:00,24,3.16_101.71
usage,2023-10-28 07:19:00,1,3.16_101.71
usage,2023-10-28 07:20:00,23,3.16_101.71
usage,2023-10-28 07:21:00,8,3.16_101.71
usage,2023-10-28 07:22:00,2,3.16_101.71
usage,2023-10-28 07:23:00,42,3.16_101.71
usage,2023-10-28 07:24:00,31,3.16_101.71
usage,2023-10-28 07:25:00,30,3.16_101.71
usage,2023-10-28 07:26:00,48,3.16_101.71
usage,2023-10-28 07:27:00,5,3.16_101.71
usage,2023-10-28 07:28:00,52,3.16_101.71
usage,2023-10-28 07:29:00,12,3.16_101.71
usage,2023-10-28 07:30:00,33,3.16_101.71
usage,2023-10-28 07:31:00,33,3.16_101.71
usage,2023-10-28 07:32:00,9,3.16_101.71
usage,2023-10-28 07:33:00,15,3.16_101.71
usage,2023-10-28 07:34:00,7,3.16_101.71
usage,2023-10-28 07:35:00,56,3.16_101.71
usage,2023-10-28 07:36:00,41,3.16_101.71
usage,2023-10-28 07:37:00,2,3.16_101.71
usage,2023-10-28 07:38:00,52,3.16_101.71
usage,2023-10-28 07:39:00,33,3.16_101.71
usage,2023-10-28 07:40:00,36,3.16_101.71
usage,2023-10-28 07:41:00,25,3.16_101.71
usage,2023-10-28 07:42:00,54,3.16_101.71
usage,2023-10-28 07:43:00,49,3.16_101.71
usage,2023-10-28 07:44:00,16,3.16_101.71
usage,2023-10-28 07:45:00,52,3.16_101.71
usage,2023-10-28 07:46:00,27,3.16_101.71
usage,2023-10-28 07:47:00,52,3.16_101.71
usage,2023-10-28 07:48:00,35,3.16_101.71
usage,2023-10-28 07:49:00,41,3.16_101.71
usage,2023-10-28 07:50:00,16,3.16_101.71
usage,2023-10-28 07:51:00,0,3.16_101.71
usage,2023-10-28 07:52:00,42,3.16_101.71
usage,2023-10-28 07:53:00,35,3.16_101.71
usage,2023-10-28 07:54:00,48,3.16_101.71
usage,2023-10-28 07:55:00,37,3.16_101.71
usage,2023-10-28 07:56:00,41,3.16_101.71
usage,2023-10-28 07:57:00,16,3.16_101.71
usage,2023-10-28 07:58:00,50,3.16_101.71
usage,2023-10-28 07:59:00,30,3.16_101.71
usage,2023-10-28 08:00:00,22,3.16_101.71
usage,2023-10-28 08:01:00,28,3.16_101.71
usage,2023-10-28 08:02:00,54,3.16_101.71
usage,2023-10-28 08:03:00,31,3.16_101.71
usage,2023-10-28 08:04:00,32,3.16_101.71
usage,2023-10-28 08:05:00,19,3.16_101.71
usage,2023-10-28 08:06:00,33,3.16_101.71
usage,2023-10-28 08:07:00,20,3.16_101.71
usage,2023-10-28 08:08:00,10,3.16_101.71
usage,2023-10-28 08:09:00,6,3.16_101.71
usage,2023-10-28 08:10:00,39,3.16_101.71
usage,2023-10-28 08:11:00,16,3.16_101.71
usage,2023-10-28 08:12:00,58,3.16_101.71
usage,2023-10-28 08:13:00,5,3.16_101.71
usage,2023-10-28 08:14:00,5,3.16_101.71
usage,2023-10-28 08:15:00,34,3.16_101.71
usage,2023-10-28 08:16:00,15,3.16_101.71
usage,2023-10-28 08:17:00,11,3.16_101.71
usage,2023-10-28 08:18:00,27,3.16_101.71
usage,2023-10-28 08:19:00,50,3.16_101.71
usage,2023-10-28 08:20:00,31,3.16_101.71
usage,2023-10-28 08:21:00,16,3.16_101.71
usage,2023-10-28 08:22:00,15,3.16_101.71
usage,2023-10-28 08:23:00,29,3.16_101.71
usage,2023-10-28 08:24:00,10,3.16_101.71
usage,2023-10-28 08:25:00,32,3.16_101.71
usage,2023-10-28 08:26:00,51,3.16_101.71
usage,2023-10-28 08:27:00,22,3.16_101.71
usage,2023-10-28 08:28:00,42,3.16_101.71
usage,2023-10-28 08:29:00,41,3.16_101.71
usage,2023-10-28 08:30:00,57,3.16_101.71
usage,2023-10-28 08:31:00,44,3.16_101.71
usage,2023-10-28 08:32:00,47,3.16_101.71
usage,2023-10-28 08:33:00,15,3.16_101.71
usage,2023-10-28 08:34:00,35,3.16_101.71
usage,2023-10-28 08:35:00,28,3.16_101.71
usage,2023-10-28 08:36:00,17,3.16_101.71
usage,2023-10-28 08:37:00,27,3.16_101.71
usage,2023-10-28 08:38:00,23,3.16_101.71
usage,2023-10-28 08:39:00,15,3.16_101.71
usage,2023-10-28 08:40:00,12,3.16_101.71
usage,2023-10-28 08:41:00,16,3.16_101.71
usage,2023-10-28 08:42:00,9,3.16_101.71
usage,2023-10-28 08:43:00,9,3.16_101.71
usage,2023-10-28 08:44:00,33,3.16_101.71
usage,2023-10-28 08:45:00,53,3.16_101.71
usage,2023-10-28 08:46:00,13,3.16_101.71
usage,2023-10-28 08:47:00,8,3.16_101.71
usage,2023-10-28 08:48:00,41,3.16_101.71
usage,2023-10-28 08:49:00,47,3.16_101.71
usage,2023-10-28 08:50:00,3,3.16_101.71
usage,2023-10-28 08:51:00,0,3.16_101.71
usage,2023-10-28 08:52:00,54,3.16_101.71
usage,2023-10-28 08:53:00,25,3.16_101.71
usage,2023-10-28 08:54:00,29,3.16_101.71
usage,2023-10-28 08:55:00,26,3.16_101.71
usage,2023-10-28 08:56:00,46,3.16_101.71
usage,2023-10-28 08:57:00,17,3.16_101.71
usage,2023-10-28 08:58:00,20,3.16_101.71
usage,2023-10-28 08:59:00,56,3.16_101.71
usage,2023-10-28 09:00:00,50,3.16_101.71
usage,2023-10-28 09:01:00,31,3.16_101.71
usage,2023-10-28 09:02:00,27,3.16_101.71
usage,2023-10-28 09:03:00,32,3.16_101.71
usage,2023-10-28 09:04:00,18,3.16_101.71
usage,2023-10-28 09:05:00,51,3.16_101.71
usage,2023-10-28 09:06:00,46,3.16_101.71
usage,2023-10-28 09:07:00,44,3.16_101.71
usage,2023-10-28 09:08:00,19,3.16_101.71
usage,2023-10-28 09:09:00,24,3.16_101.71
usage,2023-10-28 09:10:00,12,3.16_101.71
usage,2023-10-28 09:11:00,34,3.16_101.71
usage,2023-10-28 09:12:00,54,3.16_101.71
usage,2023-10-28 09:13:00,2,3.16_101.71
usage,2023-10-28 09:14:00,1,3.16_101.71
usage,2023-10-28 09:15:00,27,3.16_101.71
usage,2023-10-28 09:16:00,36,3.16_101.71
usage,2023-10-28 09:17:00,42,3.16_101.71
usage,2023-10-28 09:18:00,3,3.16_101.71
usage,2023-10-28 09:19:00,24,3.16_101.71
usage,2023-10-28 09:20:00,19,3.16_101.71
usage,2023-10-28 09:21:00,28,3.16_101.71
usage,2023-10-28 09:22:00,8,3.16_101.71
usage,2023-10-28 09:23:00,21,3.16_101.71
usage,2023-10-28 09:24:00,2,3.16_101.71
usage,2023-10-28 09:25:00,39,3.16_101.71
usage,2023-10-28 09:26:00,23,3.16_101.71
usage,2023-10-28 09:27:00,1,3.16_101.71
usage,2023-10-28 09:28:00,50,3.16_101.71
usage,2023-10-28 09:29:00,30,3.16_101.71
usage,2023-10-28 09:30:00,56,3.16_101.71
usage,2023-10-28 09:31:00,41,3.16_101.71
usage,2023-10-28 09:32:00,35,3.16_101.71
usage,2023-10-28 09:33:00,41,3.16_101.71
usage,2023-10-28 09:34:00,3,3.16_101.71
usage,2023-10-28 09:35:00,16,3.16_101.71
usage,2023-10-28 09:36:00,18,3.16_101.71
usage,2023-10-28 09:37:00,12,3.16_101.71
usage,2023-10-28 09:38:00,4,3.16_101.71
usage,2023-10-28 09:39:00,5,3.16_101.71
